"","dead","dvcat","seatbelt","frontal","sex","ageOFocc","yearVeh","airbag","occRole"
"1720","alive","25-39","belted","frontal","m",19,1985,"none","pass"
"1122","alive","10-24","belted","notfrontal","f",78,1984,"none","driver"
"17119","alive","55+","belted","notfrontal","f",36,2000,"airbag","driver"
"5788","alive","10-24","belted","notfrontal","m",29,1990,"none","driver"
"18487","alive","10-24","none","frontal","m",17,1988,"none","driver"
"24260","alive","10-24","belted","frontal","f",23,1986,"none","pass"
"24928","alive","25-39","belted","frontal","m",76,1988,"none","driver"
"8059","alive","25-39","belted","notfrontal","m",19,1993,"airbag","pass"
"8686","alive","10-24","none","frontal","m",19,1991,"airbag","driver"
"5034","alive","1-9km/h","belted","frontal","m",46,1997,"airbag","driver"
"14217","alive","10-24","belted","frontal","f",40,1999,"airbag","pass"
"1228","alive","25-39","belted","frontal","f",29,1996,"airbag","driver"
"2104","alive","25-39","belted","notfrontal","m",16,1990,"airbag","driver"
"4637","alive","25-39","none","frontal","m",39,1989,"none","driver"
"1612","alive","25-39","none","frontal","f",19,1982,"none","pass"
"2228","dead","40-54","none","notfrontal","f",22,1995,"airbag","driver"
"13379","alive","40-54","none","frontal","f",28,1995,"airbag","pass"
"11782","alive","1-9km/h","belted","notfrontal","m",46,1985,"none","driver"
"21371","alive","10-24","belted","frontal","m",16,1995,"airbag","driver"
"806","alive","10-24","belted","frontal","f",18,1996,"airbag","pass"
"15702","alive","10-24","belted","notfrontal","m",18,1997,"airbag","driver"
"16492","alive","10-24","belted","frontal","f",21,1995,"airbag","driver"
"20956","alive","1-9km/h","none","frontal","f",16,2001,"airbag","pass"
"13607","alive","55+","none","frontal","m",49,2000,"airbag","driver"
"6450","alive","10-24","belted","notfrontal","f",71,1992,"none","pass"
"5289","alive","10-24","belted","notfrontal","m",31,1986,"none","driver"
"3263","alive","10-24","none","notfrontal","f",40,1992,"airbag","driver"
"22397","alive","25-39","belted","notfrontal","f",39,2000,"airbag","driver"
"17743","alive","10-24","belted","frontal","f",62,1994,"airbag","driver"
"21538","alive","10-24","belted","notfrontal","m",43,1998,"airbag","pass"
"15278","alive","25-39","belted","frontal","m",46,1996,"airbag","driver"
"23024","alive","10-24","belted","notfrontal","m",41,2000,"airbag","driver"
"3968","alive","25-39","belted","frontal","f",53,1987,"none","driver"
"15144","alive","10-24","belted","frontal","m",60,2000,"airbag","driver"
"6514","alive","25-39","belted","frontal","f",40,1993,"airbag","driver"
"19921","alive","40-54","none","frontal","m",20,1994,"none","driver"
"19597","alive","25-39","none","notfrontal","f",41,1999,"airbag","pass"
"10117","alive","10-24","belted","notfrontal","m",24,1999,"airbag","pass"
"26111","alive","40-54","belted","notfrontal","m",49,1994,"none","driver"
"5595","alive","25-39","belted","frontal","m",45,1992,"none","driver"
"2162","alive","10-24","belted","frontal","f",25,1993,"airbag","driver"
"6083","alive","10-24","belted","notfrontal","f",26,1994,"airbag","pass"
"10793","alive","10-24","none","frontal","m",57,1996,"airbag","driver"
"26208","alive","10-24","belted","notfrontal","m",46,1997,"airbag","driver"
"20108","alive","10-24","belted","notfrontal","f",34,1993,"airbag","driver"
"3964","alive","10-24","belted","frontal","m",34,1990,"airbag","driver"
"12254","alive","10-24","none","frontal","f",20,1997,"airbag","pass"
"3542","dead","55+","belted","notfrontal","f",87,1990,"none","pass"
"19056","alive","10-24","belted","frontal","f",65,1997,"airbag","driver"
"7528","alive","25-39","none","frontal","m",17,1989,"none","driver"
"5330","alive","10-24","belted","frontal","f",24,1994,"airbag","driver"
"6432","dead","40-54","belted","notfrontal","m",22,1985,"none","driver"
"23815","alive","10-24","belted","notfrontal","m",55,2001,"airbag","driver"
"22706","alive","10-24","belted","notfrontal","m",58,1995,"airbag","driver"
"25066","alive","10-24","belted","frontal","m",16,1996,"airbag","driver"
"16254","alive","10-24","none","frontal","m",47,1982,"none","driver"
"24983","alive","55+","none","frontal","m",37,1989,"none","driver"
"1632","alive","10-24","none","frontal","m",25,1978,"none","driver"
"21176","alive","25-39","none","frontal","m",53,1976,"none","driver"
"8466","alive","25-39","none","frontal","m",64,1995,"airbag","driver"
"5715","alive","55+","belted","notfrontal","f",18,1989,"none","driver"
"15048","alive","25-39","belted","frontal","f",25,1984,"none","driver"
"4755","alive","55+","none","frontal","m",38,1985,"none","driver"
"19946","alive","25-39","belted","notfrontal","f",18,1993,"airbag","pass"
"4964","alive","25-39","belted","frontal","f",21,1988,"none","pass"
"8106","alive","10-24","belted","notfrontal","f",58,1989,"none","pass"
"21426","alive","10-24","belted","frontal","m",28,2001,"airbag","pass"
"25288","alive","40-54","belted","notfrontal","m",46,2000,"airbag","pass"
"2181","alive","10-24","belted","frontal","m",55,1993,"airbag","driver"
"8821","alive","10-24","none","frontal","m",48,1993,"none","driver"
"14287","alive","10-24","belted","notfrontal","m",50,1999,"airbag","driver"
"10166","alive","25-39","belted","notfrontal","m",20,1998,"airbag","driver"
"25687","alive","40-54","belted","frontal","m",34,1998,"airbag","driver"
"674","alive","25-39","none","frontal","m",33,1991,"none","driver"
"1396","alive","25-39","none","notfrontal","f",35,1997,"airbag","driver"
"7021","alive","10-24","belted","notfrontal","f",38,1993,"airbag","driver"
"9829","alive","10-24","belted","frontal","f",37,1990,"airbag","driver"
"1485","alive","10-24","belted","frontal","f",50,1995,"airbag","pass"
"23704","alive","10-24","belted","frontal","m",23,1998,"airbag","driver"
"6620","dead","25-39","none","notfrontal","m",46,1976,"none","pass"
"1796","alive","10-24","belted","notfrontal","m",88,1982,"none","driver"
"4944","alive","40-54","belted","notfrontal","m",20,1993,"airbag","driver"
"26096","alive","10-24","belted","notfrontal","f",33,1991,"airbag","pass"
"22157","alive","25-39","none","notfrontal","m",61,2001,"airbag","driver"
"25","alive","10-24","belted","frontal","f",23,1995,"airbag","driver"
"24857","alive","10-24","belted","frontal","m",48,1996,"airbag","driver"
"16781","alive","10-24","belted","notfrontal","f",57,1994,"none","pass"
"19210","alive","25-39","belted","frontal","f",41,2000,"airbag","driver"
"3174","alive","25-39","belted","frontal","f",50,1994,"airbag","driver"
"17706","alive","10-24","none","notfrontal","f",35,2001,"airbag","driver"
"24686","alive","25-39","belted","frontal","m",18,1999,"airbag","driver"
"18362","alive","25-39","belted","notfrontal","m",23,2000,"airbag","pass"
"555","alive","25-39","belted","frontal","m",29,1994,"airbag","driver"
"11615","alive","10-24","belted","notfrontal","m",41,1987,"none","driver"
"22883","alive","10-24","none","notfrontal","f",16,1997,"airbag","driver"
"6528","alive","55+","belted","frontal","m",34,1993,"none","driver"
"12766","alive","10-24","belted","frontal","m",38,1989,"none","driver"
"16967","alive","10-24","belted","notfrontal","m",37,1984,"none","driver"
"10974","alive","25-39","none","frontal","m",44,1994,"none","driver"
"15866","alive","10-24","belted","frontal","f",33,1995,"airbag","driver"
"6751","alive","25-39","none","frontal","m",33,1988,"none","driver"
"19162","dead","55+","belted","notfrontal","f",84,1993,"airbag","pass"
"5727","alive","55+","belted","notfrontal","f",72,1987,"none","pass"
"364","alive","10-24","belted","frontal","f",17,1995,"airbag","driver"
"5376","alive","55+","belted","frontal","f",48,1988,"none","driver"
"2571","alive","10-24","belted","notfrontal","m",19,1994,"none","driver"
"24088","alive","1-9km/h","belted","notfrontal","f",45,1995,"airbag","driver"
"20919","alive","1-9km/h","belted","notfrontal","f",68,2000,"airbag","pass"
"24538","alive","25-39","none","frontal","m",20,1985,"none","driver"
"19241","alive","40-54","belted","frontal","m",23,1993,"airbag","driver"
"6964","alive","10-24","belted","notfrontal","f",34,1997,"airbag","driver"
"2515","alive","10-24","belted","frontal","f",17,1989,"none","driver"
"2214","dead","40-54","belted","frontal","m",23,1995,"airbag","driver"
"16003","alive","25-39","belted","notfrontal","m",48,1998,"airbag","driver"
"15484","alive","40-54","none","frontal","m",18,1997,"airbag","pass"
"16456","alive","10-24","belted","notfrontal","f",18,1996,"airbag","pass"
"9907","alive","10-24","belted","notfrontal","m",36,1987,"none","pass"
"11710","alive","25-39","belted","frontal","f",23,1990,"none","pass"
"19395","alive","40-54","none","frontal","f",28,1989,"none","driver"
"23328","alive","55+","none","frontal","f",43,1998,"airbag","driver"
"19086","alive","55+","belted","notfrontal","m",22,1994,"airbag","driver"
"15463","alive","10-24","belted","frontal","m",79,1999,"airbag","driver"
"25034","alive","25-39","belted","notfrontal","f",17,2000,"airbag","driver"
"3842","alive","25-39","none","notfrontal","m",29,1984,"none","driver"
"3976","alive","10-24","belted","frontal","m",77,1991,"airbag","driver"
"5485","alive","10-24","belted","frontal","f",40,1987,"none","driver"
"1749","alive","10-24","belted","frontal","f",24,1997,"airbag","driver"
"24389","alive","25-39","belted","frontal","f",35,1999,"airbag","driver"
"16030","alive","10-24","belted","frontal","f",45,2000,"airbag","driver"
"3358","alive","25-39","belted","notfrontal","f",22,1988,"none","driver"
"7121","alive","40-54","none","frontal","m",47,1985,"none","driver"
"18805","alive","25-39","belted","notfrontal","f",38,1990,"none","driver"
"5926","alive","10-24","belted","frontal","m",29,1985,"none","driver"
"2235","alive","25-39","belted","notfrontal","f",48,1997,"airbag","driver"
"17125","alive","40-54","none","frontal","f",18,1995,"airbag","pass"
"7217","alive","10-24","none","frontal","f",36,1993,"none","driver"
"4221","alive","25-39","none","frontal","m",41,1997,"airbag","driver"
"6544","alive","10-24","belted","frontal","m",68,1993,"airbag","driver"
"3637","alive","10-24","belted","frontal","m",19,1992,"none","pass"
"5856","alive","10-24","belted","frontal","m",57,1986,"none","driver"
"4928","alive","10-24","none","frontal","m",22,1996,"airbag","pass"
"4912","alive","25-39","belted","frontal","m",34,1994,"none","driver"
"23963","alive","10-24","belted","frontal","f",27,1998,"airbag","driver"
"18562","dead","55+","none","frontal","m",38,1995,"airbag","driver"
"14252","alive","10-24","belted","frontal","m",81,1994,"airbag","driver"
"16033","alive","25-39","belted","frontal","f",37,1994,"airbag","driver"
"23429","alive","10-24","none","notfrontal","m",20,1992,"none","driver"
"25262","alive","25-39","belted","frontal","f",70,1999,"airbag","pass"
"18451","alive","10-24","none","frontal","m",22,1991,"none","driver"
"24993","alive","40-54","belted","frontal","m",74,2002,"airbag","driver"
"8427","alive","10-24","none","frontal","f",20,1993,"none","pass"
"7211","alive","10-24","none","notfrontal","f",36,1997,"airbag","driver"
"11842","alive","25-39","belted","notfrontal","f",55,1995,"airbag","driver"
"18417","alive","10-24","belted","frontal","f",86,1991,"airbag","driver"
"1782","alive","10-24","none","notfrontal","m",20,1983,"none","driver"
"22616","alive","10-24","belted","frontal","f",16,1990,"none","pass"
"4852","dead","25-39","none","notfrontal","m",28,1984,"none","driver"
"11252","alive","10-24","none","notfrontal","m",40,1996,"airbag","driver"
"8662","alive","10-24","none","notfrontal","m",85,1998,"airbag","pass"
"6523","alive","10-24","none","frontal","f",20,1983,"none","driver"
"20541","alive","10-24","belted","notfrontal","f",55,1993,"airbag","pass"
"6537","alive","10-24","belted","frontal","f",71,1991,"none","pass"
"23022","alive","10-24","belted","notfrontal","f",74,1995,"airbag","driver"
"9410","alive","25-39","belted","frontal","f",45,1995,"airbag","driver"
"17915","alive","10-24","belted","notfrontal","f",57,1989,"airbag","driver"
"18035","alive","40-54","belted","notfrontal","f",41,1989,"none","driver"
"18892","alive","25-39","none","frontal","m",32,2001,"airbag","driver"
"2054","alive","25-39","belted","notfrontal","m",22,1989,"none","driver"
"195","alive","10-24","none","frontal","m",26,1986,"none","driver"
"9232","alive","40-54","none","frontal","m",26,1995,"airbag","pass"
"15032","alive","25-39","belted","notfrontal","f",16,2000,"airbag","pass"
"4949","alive","40-54","belted","frontal","f",28,1997,"airbag","driver"
"22695","alive","25-39","none","notfrontal","f",25,1996,"airbag","driver"
"5188","alive","10-24","none","frontal","m",21,1979,"none","driver"
"23469","alive","10-24","belted","frontal","f",43,1992,"none","driver"
"25883","alive","10-24","belted","frontal","f",28,2000,"airbag","driver"
"23472","alive","10-24","belted","notfrontal","m",63,1997,"airbag","pass"
"9477","dead","40-54","belted","frontal","f",34,1999,"airbag","pass"
"9900","alive","10-24","belted","frontal","m",39,1997,"airbag","driver"
"12140","alive","10-24","belted","notfrontal","m",36,1992,"none","driver"
"22882","alive","25-39","belted","frontal","m",43,1990,"none","driver"
"12652","dead","25-39","belted","frontal","f",64,1991,"airbag","driver"
"9464","alive","25-39","belted","frontal","f",36,1997,"airbag","driver"
"17045","alive","25-39","belted","notfrontal","f",28,1965,"none","pass"
"12577","alive","40-54","belted","frontal","f",36,1998,"airbag","driver"
"25780","alive","25-39","belted","notfrontal","f",65,1996,"airbag","pass"
"2853","alive","40-54","belted","frontal","m",16,1994,"airbag","driver"
"8481","alive","10-24","belted","notfrontal","m",22,1992,"none","pass"
"6516","alive","1-9km/h","belted","notfrontal","m",46,1995,"airbag","driver"
"21038","alive","25-39","belted","frontal","m",81,1994,"none","driver"
"16712","alive","10-24","none","notfrontal","m",27,1992,"none","driver"
"22448","alive","25-39","none","frontal","f",19,1999,"airbag","driver"
"14264","alive","10-24","belted","notfrontal","f",23,1998,"airbag","driver"
"14765","alive","25-39","belted","frontal","m",22,1991,"none","driver"
"12178","alive","25-39","belted","frontal","f",58,1996,"airbag","driver"
"25269","alive","1-9km/h","belted","notfrontal","f",21,1999,"airbag","driver"
"23185","alive","25-39","belted","notfrontal","m",21,1993,"airbag","driver"
"20402","alive","25-39","none","frontal","m",34,1984,"none","driver"
"12197","alive","10-24","belted","frontal","f",16,1997,"airbag","driver"
"11068","alive","25-39","belted","notfrontal","f",18,1995,"airbag","driver"
"1208","alive","10-24","belted","notfrontal","f",80,1981,"none","pass"
"5261","alive","55+","belted","notfrontal","m",29,1994,"airbag","driver"
"4010","alive","10-24","belted","frontal","f",19,1995,"airbag","driver"
"13957","alive","10-24","belted","frontal","f",19,1988,"none","driver"
"7268","alive","25-39","none","frontal","f",43,1994,"airbag","driver"
"3876","alive","25-39","belted","frontal","f",35,1997,"airbag","driver"
"9213","alive","40-54","belted","notfrontal","f",17,1988,"none","pass"
"2705","alive","10-24","belted","notfrontal","m",17,1994,"airbag","driver"
"20333","alive","55+","belted","notfrontal","f",26,2000,"airbag","pass"
"23634","alive","25-39","belted","frontal","f",35,1995,"airbag","driver"
"24176","alive","10-24","belted","frontal","f",34,2001,"airbag","driver"
"15929","alive","40-54","belted","notfrontal","f",56,1997,"airbag","driver"
"15208","alive","10-24","belted","frontal","f",56,1994,"none","driver"
"8184","alive","10-24","belted","frontal","m",33,1995,"airbag","driver"
"11107","alive","25-39","belted","notfrontal","m",22,1996,"airbag","driver"
"15847","alive","10-24","none","frontal","m",34,1989,"none","pass"
"25362","alive","10-24","belted","frontal","f",45,1993,"none","driver"
"16925","alive","25-39","belted","notfrontal","f",25,2000,"airbag","driver"
"23140","alive","25-39","belted","frontal","f",33,1989,"none","driver"
"9002","alive","40-54","belted","notfrontal","m",60,1986,"none","driver"
"10430","alive","10-24","belted","frontal","m",28,1996,"airbag","driver"
"19659","alive","10-24","belted","frontal","f",26,2000,"airbag","driver"
"19624","alive","40-54","belted","notfrontal","m",20,1992,"none","driver"
"5931","alive","10-24","belted","frontal","m",49,1986,"none","driver"
"16029","alive","10-24","none","frontal","f",57,1998,"airbag","pass"
"10118","alive","10-24","belted","frontal","m",66,1989,"none","driver"
"2797","dead","55+","none","frontal","f",58,1981,"none","driver"
"8515","alive","10-24","belted","notfrontal","f",37,1998,"airbag","driver"
"19149","alive","25-39","belted","notfrontal","m",31,1994,"airbag","driver"
"18026","alive","55+","belted","frontal","m",17,1988,"none","driver"
"25506","alive","10-24","belted","frontal","f",59,1988,"none","driver"
"22519","alive","10-24","belted","notfrontal","f",54,1998,"airbag","driver"
"14692","alive","10-24","belted","notfrontal","m",68,1981,"none","driver"
"9297","alive","10-24","belted","notfrontal","m",18,1997,"airbag","driver"
"12001","alive","10-24","none","frontal","m",18,1980,"none","driver"
"8353","alive","10-24","belted","notfrontal","m",71,1996,"airbag","pass"
"5016","alive","25-39","belted","notfrontal","m",17,1993,"none","driver"
"14772","alive","25-39","belted","notfrontal","m",20,1994,"airbag","driver"
"5319","dead","40-54","belted","notfrontal","f",34,1993,"airbag","driver"
"7490","alive","25-39","belted","frontal","m",38,1993,"none","driver"
"14683","alive","25-39","belted","frontal","f",17,1991,"none","driver"
"381","alive","10-24","belted","frontal","m",74,1985,"none","driver"
"1652","alive","10-24","none","frontal","f",42,1982,"none","driver"
"102","alive","55+","none","frontal","m",20,1981,"none","driver"
"11251","alive","10-24","belted","frontal","m",27,1973,"none","driver"
"25326","alive","10-24","belted","notfrontal","m",70,1991,"none","driver"
"2335","alive","25-39","belted","notfrontal","m",16,1985,"none","driver"
"21377","alive","10-24","belted","frontal","m",85,1998,"airbag","driver"
"23640","alive","25-39","belted","notfrontal","f",31,2000,"airbag","driver"
"2606","alive","10-24","none","notfrontal","m",84,1993,"airbag","pass"
"13050","alive","10-24","none","frontal","f",78,1984,"none","driver"
"4914","alive","25-39","belted","notfrontal","f",50,1994,"airbag","driver"
"26001","alive","40-54","belted","frontal","f",25,1995,"airbag","driver"
"193","alive","25-39","belted","frontal","m",19,1996,"airbag","driver"
"17308","alive","25-39","none","frontal","m",16,1984,"none","driver"
"20753","alive","25-39","belted","notfrontal","f",36,1995,"none","driver"
"23495","alive","25-39","belted","frontal","m",29,2000,"airbag","driver"
"7732","alive","10-24","belted","frontal","m",17,1995,"airbag","pass"
"18353","alive","25-39","belted","frontal","f",21,1991,"none","driver"
"7711","alive","10-24","belted","notfrontal","m",84,1988,"none","driver"
"22829","alive","10-24","belted","notfrontal","m",24,1991,"none","driver"
"3417","alive","10-24","belted","frontal","f",43,1995,"airbag","driver"
"10403","alive","25-39","belted","frontal","m",22,1987,"none","driver"
"26175","alive","25-39","belted","frontal","f",41,1999,"airbag","driver"
"5422","alive","10-24","none","notfrontal","m",20,1985,"none","driver"
"4234","alive","10-24","belted","frontal","f",54,1989,"none","driver"
"3231","alive","10-24","belted","frontal","m",61,1994,"none","driver"
"19627","alive","25-39","belted","frontal","f",56,1997,"airbag","pass"
"10455","alive","25-39","belted","frontal","m",28,1984,"none","driver"
"3646","alive","10-24","belted","frontal","f",20,1994,"airbag","driver"
"1894","alive","10-24","belted","notfrontal","f",43,1996,"airbag","pass"
"13430","alive","25-39","none","frontal","m",43,1991,"none","driver"
"24495","alive","25-39","none","frontal","m",39,1978,"none","pass"
"16830","alive","25-39","belted","notfrontal","m",19,1998,"airbag","driver"
"24287","alive","10-24","belted","frontal","m",21,1990,"none","pass"
"14074","alive","25-39","belted","frontal","m",16,1989,"none","driver"
"20752","alive","40-54","none","frontal","f",21,1987,"none","pass"
"21593","alive","10-24","none","notfrontal","m",44,1989,"none","driver"
"5928","alive","25-39","belted","frontal","m",67,1994,"none","driver"
"15816","alive","40-54","belted","frontal","f",52,1986,"none","driver"
"18943","alive","25-39","belted","notfrontal","m",24,1985,"none","pass"
"11234","alive","10-24","belted","notfrontal","f",20,1996,"airbag","driver"
"21336","alive","40-54","none","notfrontal","f",23,1994,"airbag","pass"
"12497","alive","40-54","belted","notfrontal","f",40,1985,"none","driver"
"8861","alive","40-54","belted","frontal","f",28,1993,"airbag","driver"
"16991","alive","25-39","belted","frontal","f",31,1979,"none","driver"
"16580","alive","10-24","belted","frontal","m",18,1987,"none","pass"
"7909","alive","40-54","none","frontal","m",47,1995,"airbag","driver"
"226","alive","10-24","belted","frontal","m",21,1995,"airbag","driver"
"11794","alive","1-9km/h","belted","frontal","f",72,1999,"airbag","pass"
"11576","alive","10-24","belted","notfrontal","f",40,1993,"airbag","driver"
"7572","alive","10-24","belted","notfrontal","m",34,1998,"airbag","driver"
"19817","alive","10-24","none","notfrontal","f",22,1983,"none","driver"
"15259","alive","10-24","none","frontal","f",33,1988,"none","pass"
"23425","alive","25-39","none","frontal","m",19,2002,"airbag","driver"
"6460","alive","10-24","belted","notfrontal","f",64,1991,"none","driver"
"22383","alive","25-39","belted","notfrontal","m",24,1996,"airbag","driver"
"14592","alive","10-24","belted","frontal","m",18,1988,"none","driver"
"4019","alive","25-39","belted","notfrontal","m",46,1986,"none","driver"
"20751","alive","40-54","none","frontal","m",23,1987,"none","driver"
"2772","alive","10-24","belted","notfrontal","f",34,1993,"airbag","driver"
"12424","alive","40-54","belted","frontal","m",27,1998,"airbag","driver"
"23874","alive","25-39","belted","frontal","f",16,1987,"none","driver"
"9195","alive","25-39","belted","notfrontal","f",52,1986,"none","pass"
"1594","alive","10-24","none","frontal","m",25,1989,"none","pass"
"9071","dead","10-24","none","frontal","m",78,1993,"airbag","pass"
"6089","dead","25-39","belted","notfrontal","f",61,1993,"none","pass"
"14621","alive","10-24","belted","notfrontal","m",36,1995,"airbag","driver"
"3025","alive","10-24","belted","frontal","f",32,1995,"airbag","driver"
"22067","alive","25-39","belted","frontal","m",24,2000,"airbag","driver"
"1599","alive","10-24","belted","frontal","m",36,1992,"airbag","driver"
"9482","dead","55+","belted","notfrontal","m",28,1991,"none","pass"
"15636","alive","1-9km/h","belted","frontal","m",67,1988,"none","driver"
"22456","alive","40-54","belted","frontal","m",17,1991,"none","pass"
"8462","alive","55+","belted","frontal","f",20,1992,"none","pass"
"16968","alive","10-24","none","frontal","f",92,1992,"airbag","driver"
"1536","alive","25-39","none","frontal","f",34,1985,"none","pass"
"10872","alive","55+","belted","frontal","f",27,1996,"airbag","driver"
"23272","alive","10-24","belted","notfrontal","f",83,1992,"airbag","driver"
"3400","alive","1-9km/h","belted","frontal","m",19,1994,"none","pass"
"19419","alive","25-39","none","frontal","m",33,1985,"none","driver"
"1694","alive","25-39","belted","notfrontal","f",86,1991,"airbag","driver"
"4676","alive","10-24","belted","notfrontal","f",29,1995,"airbag","pass"
"22957","alive","10-24","belted","frontal","m",19,1996,"airbag","pass"
"5581","alive","25-39","belted","frontal","f",50,1994,"airbag","driver"
"23750","alive","10-24","belted","frontal","m",31,1993,"airbag","driver"
"15781","alive","25-39","none","frontal","f",32,1983,"none","driver"
"6455","alive","10-24","belted","frontal","f",16,1992,"none","driver"
"1810","alive","25-39","none","frontal","f",39,1996,"airbag","pass"
"23006","alive","10-24","belted","notfrontal","m",23,1991,"none","driver"
"7004","alive","55+","none","frontal","m",25,1993,"none","driver"
"639","alive","10-24","belted","notfrontal","f",36,1984,"none","driver"
"1063","alive","25-39","belted","notfrontal","m",26,1985,"none","driver"
"19100","alive","1-9km/h","none","notfrontal","m",24,1999,"airbag","driver"
"24675","alive","10-24","belted","frontal","f",34,1999,"airbag","driver"
"8965","alive","40-54","belted","frontal","f",21,1989,"none","driver"
"12487","alive","10-24","none","frontal","f",51,1991,"none","pass"
"25422","alive","10-24","belted","frontal","m",33,1994,"airbag","driver"
"19411","alive","10-24","none","notfrontal","f",35,1988,"none","driver"
"9622","alive","10-24","none","notfrontal","m",21,1998,"airbag","pass"
"4040","alive","55+","none","notfrontal","f",38,1988,"none","driver"
"19953","alive","10-24","belted","notfrontal","f",54,1998,"airbag","pass"
"21479","alive","55+","belted","frontal","m",37,1995,"airbag","pass"
"5273","alive","40-54","belted","frontal","m",42,1986,"none","driver"
"8034","alive","25-39","belted","notfrontal","m",75,1985,"none","driver"
"3004","alive","40-54","belted","frontal","f",19,1996,"airbag","driver"
"13774","alive","10-24","belted","notfrontal","f",20,1990,"none","pass"
"18955","alive","10-24","belted","notfrontal","f",32,1995,"airbag","driver"
"22913","alive","40-54","belted","notfrontal","f",18,2000,"airbag","driver"
"6157","alive","10-24","belted","frontal","f",67,1990,"none","driver"
"19531","alive","10-24","none","frontal","m",55,1985,"none","driver"
"14310","alive","25-39","belted","frontal","m",41,1993,"none","pass"
"18952","alive","55+","none","notfrontal","m",31,1991,"none","driver"
"9113","alive","10-24","none","frontal","m",86,1988,"none","driver"
"269","alive","10-24","belted","frontal","m",47,1991,"airbag","driver"
"25380","alive","10-24","belted","notfrontal","m",49,2000,"airbag","pass"
"25628","alive","10-24","none","notfrontal","m",21,1984,"none","driver"
"25467","alive","10-24","belted","frontal","f",40,2001,"airbag","driver"
"16965","alive","25-39","none","frontal","f",27,1985,"none","pass"
"20279","alive","10-24","belted","frontal","m",29,2000,"airbag","driver"
"8634","alive","10-24","belted","notfrontal","f",27,1996,"airbag","driver"
"19114","alive","25-39","belted","frontal","f",46,1994,"airbag","pass"
"2601","alive","25-39","belted","notfrontal","f",46,1992,"none","pass"
"21912","alive","25-39","none","frontal","f",46,2000,"airbag","pass"
"20408","alive","25-39","belted","frontal","f",25,1994,"airbag","driver"
"18256","alive","10-24","belted","notfrontal","m",47,1999,"airbag","driver"
"10119","alive","40-54","belted","frontal","f",72,1992,"none","driver"
"12449","alive","10-24","belted","notfrontal","f",37,1991,"airbag","driver"
"25389","alive","10-24","belted","frontal","f",30,1999,"airbag","driver"
"7576","alive","10-24","belted","frontal","f",48,1983,"none","pass"
"15025","alive","25-39","belted","frontal","f",24,1991,"airbag","driver"
"5240","alive","25-39","belted","frontal","f",23,1998,"airbag","driver"
"23814","alive","40-54","none","notfrontal","m",35,2001,"airbag","pass"
"13056","alive","10-24","none","frontal","m",75,2000,"airbag","driver"
"25625","alive","10-24","none","notfrontal","m",18,1985,"none","driver"
"23734","alive","10-24","belted","frontal","m",23,2000,"airbag","driver"
"11276","alive","10-24","none","frontal","f",37,1998,"airbag","pass"
"286","alive","25-39","belted","frontal","f",23,1996,"airbag","driver"
"21260","alive","1-9km/h","belted","frontal","m",50,1994,"airbag","driver"
"23955","alive","25-39","none","frontal","m",82,1994,"airbag","driver"
"9426","alive","10-24","belted","frontal","f",17,1999,"airbag","driver"
"4152","alive","25-39","none","notfrontal","f",17,1995,"airbag","driver"
"20149","alive","10-24","belted","notfrontal","m",46,1997,"airbag","driver"
"10431","alive","25-39","belted","frontal","f",24,1998,"airbag","driver"
"8781","alive","25-39","none","frontal","m",35,1990,"none","driver"
"3648","alive","25-39","belted","frontal","f",50,1989,"none","driver"
"20363","alive","40-54","none","notfrontal","f",28,1985,"none","driver"
"5426","alive","10-24","belted","frontal","f",26,1987,"none","pass"
"8953","alive","10-24","none","notfrontal","f",43,1995,"airbag","driver"
"11940","alive","25-39","none","frontal","m",17,1991,"none","driver"
"619","alive","10-24","none","frontal","f",47,1992,"airbag","driver"
"7334","alive","55+","belted","notfrontal","m",37,1992,"none","driver"
"17689","alive","25-39","belted","frontal","m",38,1995,"airbag","driver"
"5704","alive","40-54","belted","notfrontal","m",21,1990,"none","driver"
"10139","alive","40-54","belted","notfrontal","m",37,1997,"airbag","driver"
"20253","alive","25-39","belted","notfrontal","m",78,1999,"airbag","driver"
"3426","alive","10-24","belted","frontal","m",77,1990,"none","pass"
"15451","alive","40-54","belted","frontal","f",54,2001,"airbag","driver"
"21139","alive","25-39","belted","frontal","m",65,1999,"airbag","driver"
"20345","alive","10-24","belted","frontal","f",77,1998,"airbag","pass"
"2139","alive","10-24","belted","frontal","f",25,1990,"airbag","driver"
"11056","alive","55+","belted","frontal","f",51,1984,"none","pass"
"5628","alive","1-9km/h","belted","frontal","f",37,1979,"none","driver"
"24600","alive","40-54","none","frontal","m",23,1993,"none","pass"
"13145","alive","25-39","belted","frontal","f",48,1987,"none","driver"
"25848","alive","10-24","belted","frontal","m",50,1986,"none","driver"
"19942","alive","10-24","belted","frontal","f",43,1999,"airbag","pass"
"9775","alive","10-24","none","frontal","f",37,1998,"airbag","driver"
"23419","alive","25-39","none","notfrontal","m",36,2000,"airbag","driver"
"5320","alive","25-39","belted","frontal","m",31,1982,"none","driver"
"13297","alive","10-24","belted","notfrontal","m",68,1993,"none","pass"
"11236","alive","10-24","belted","notfrontal","f",38,1998,"airbag","driver"
"12687","alive","10-24","belted","frontal","f",21,1997,"airbag","driver"
"8963","alive","40-54","none","notfrontal","m",19,1992,"none","driver"
